 Move,T,E,Acceptance,<r_12>
       0, 6.46249E-02, 6.57242E+02, 0.00000E+00,   1.600
      38, 6.39353E-02, 6.54825E+02, 3.68421E+01,   1.600
      76, 6.32348E-02, 6.55493E+02, 4.34211E+01,   1.600
     114, 6.25419E-02, 6.55696E+02, 3.42105E+01,   1.600
     152, 6.18566E-02, 6.54427E+02, 3.15789E+01,   1.600
     190, 6.11789E-02, 6.54656E+02, 3.26316E+01,   1.600
     228, 6.05085E-02, 6.55034E+02, 3.15789E+01,   1.600
     266, 5.98455E-02, 6.53684E+02, 3.15789E+01,   1.600
     304, 5.91898E-02, 6.53714E+02, 3.09211E+01,   1.600
     342, 5.85412E-02, 6.53061E+02, 3.12865E+01,   1.600
     380, 5.78998E-02, 6.53085E+02, 3.15789E+01,   1.600
     418, 5.72654E-02, 6.41613E+02, 3.22966E+01,   1.600
     456, 5.66379E-02, 6.41948E+02, 3.20175E+01,   1.600
     494, 5.60173E-02, 6.42181E+02, 3.40081E+01,   1.600
     532, 5.54035E-02, 6.42629E+02, 3.42105E+01,   1.600
     570, 5.47964E-02, 6.36210E+02, 3.33333E+01,   1.600
     608, 5.41960E-02, 6.30573E+02, 3.27303E+01,   1.600
     646, 5.36022E-02, 6.30645E+02, 3.28173E+01,   1.600
     684, 5.30149E-02, 6.30770E+02, 3.20175E+01,   1.600
     722, 5.24340E-02, 6.30855E+02, 3.18560E+01,   1.600
     760, 5.18594E-02, 6.30969E+02, 3.18421E+01,   1.600
     798, 5.12912E-02, 6.14918E+02, 3.23308E+01,   1.600
     836, 5.07292E-02, 6.15146E+02, 3.22966E+01,   1.600
     874, 5.01733E-02, 6.14252E+02, 3.24943E+01,   1.600
     912, 4.96236E-02, 6.14204E+02, 3.23465E+01,   1.600
     950, 4.90799E-02, 6.13518E+02, 3.24211E+01,   1.600
     988, 4.85421E-02, 6.13628E+02, 3.23887E+01,   1.600
    1026, 4.80102E-02, 6.13715E+02, 3.21637E+01,   1.600
    1064, 4.74841E-02, 6.13774E+02, 3.23308E+01,   1.600
    1102, 4.69638E-02, 6.13913E+02, 3.25771E+01,   1.600
    1140, 4.64493E-02, 6.13814E+02, 3.28070E+01,   1.600
    1178, 4.59403E-02, 6.13934E+02, 3.28523E+01,   1.600
    1216, 4.54369E-02, 6.14236E+02, 3.27303E+01,   1.600
    1254, 4.49391E-02, 6.14132E+02, 3.23764E+01,   1.600
    1292, 4.44467E-02, 6.14198E+02, 3.22755E+01,   1.600
    1330, 4.39596E-02, 6.12744E+02, 3.24060E+01,   1.600
    1368, 4.34780E-02, 6.12799E+02, 3.23830E+01,   1.600
    1406, 4.30016E-02, 6.12629E+02, 3.22902E+01,   1.600
    1444, 4.25304E-02, 6.12786E+02, 3.21330E+01,   1.600
    1482, 4.20644E-02, 6.06429E+02, 3.23212E+01,   1.600
    1520, 4.16035E-02, 6.03197E+02, 3.22368E+01,   1.600
    1558, 4.11476E-02, 5.98658E+02, 3.26059E+01,   1.600
    1596, 4.06968E-02, 5.98697E+02, 3.25188E+01,   1.600
    1634, 4.02508E-02, 5.98761E+02, 3.24969E+01,   1.600
    1672, 3.98098E-02, 5.99005E+02, 3.25359E+01,   1.600
    1710, 3.93736E-02, 5.99003E+02, 3.23977E+01,   1.600
    1748, 3.89422E-02, 5.99168E+02, 3.22082E+01,   1.600
    1786, 3.85155E-02, 5.99092E+02, 3.25308E+01,   1.600
    1824, 3.80935E-02, 5.98855E+02, 3.25110E+01,   1.600
    1862, 3.76761E-02, 5.98748E+02, 3.25457E+01,   1.600
    1900, 3.72632E-02, 5.98647E+02, 3.26842E+01,   1.600
    1938, 3.68549E-02, 5.93850E+02, 3.28689E+01,   1.600
    1976, 3.64511E-02, 5.86856E+02, 3.27935E+01,   1.600
    2014, 3.60517E-02, 5.84384E+02, 3.29196E+01,   1.600
    2052, 3.56567E-02, 5.81202E+02, 3.28947E+01,   1.600
    2090, 3.52660E-02, 5.81016E+02, 3.28230E+01,   1.600
    2128, 3.48796E-02, 5.81143E+02, 3.26128E+01,   1.600
    2166, 3.44974E-02, 5.79969E+02, 3.25946E+01,   1.600
    2204, 3.41194E-02, 5.79655E+02, 3.26225E+01,   1.600
    2242, 3.37455E-02, 5.79500E+02, 3.25156E+01,   1.600
    2280, 3.33758E-02, 5.79599E+02, 3.23684E+01,   1.600
    2318, 3.30101E-02, 5.79469E+02, 3.24418E+01,   1.600
    2356, 3.26484E-02, 5.79342E+02, 3.25976E+01,   1.600
    2394, 3.22907E-02, 5.79277E+02, 3.25397E+01,   1.600
    2432, 3.19368E-02, 5.79469E+02, 3.24013E+01,   1.600
    2470, 3.15869E-02, 5.75305E+02, 3.22672E+01,   1.600
    2508, 3.12408E-02, 5.72696E+02, 3.23365E+01,   1.600
    2546, 3.08985E-02, 5.72634E+02, 3.21681E+01,   1.600
    2584, 3.05599E-02, 5.66842E+02, 3.20820E+01,   1.600
    2622, 3.02251E-02, 5.66675E+02, 3.21129E+01,   1.600
    2660, 2.98939E-02, 5.66408E+02, 3.22556E+01,   1.600
    2698, 2.95663E-02, 5.66167E+02, 3.20979E+01,   1.600
    2736, 2.92424E-02, 5.66089E+02, 3.19810E+01,   1.600
    2774, 2.89220E-02, 5.66138E+02, 3.19394E+01,   1.600
    2812, 2.86051E-02, 5.65653E+02, 3.19701E+01,   1.600
    2850, 2.82916E-02, 5.61061E+02, 3.18246E+01,   1.600
    2888, 2.79816E-02, 5.54950E+02, 3.18560E+01,   1.600
    2926, 2.76750E-02, 5.55106E+02, 3.17157E+01,   1.600
    2964, 2.73718E-02, 5.54919E+02, 3.17476E+01,   1.600
    3002, 2.70719E-02, 5.54892E+02, 3.17122E+01,   1.600
    3040, 2.67752E-02, 5.54837E+02, 3.16776E+01,   1.600
    3078, 2.64819E-02, 5.46500E+02, 3.17739E+01,   1.600
    3116, 2.61917E-02, 5.46410E+02, 3.17394E+01,   1.600
    3154, 2.59047E-02, 5.46039E+02, 3.16107E+01,   1.600
    3192, 2.56209E-02, 5.43734E+02, 3.15476E+01,   1.600
    3230, 2.53401E-02, 5.43755E+02, 3.14861E+01,   1.600
    3268, 2.50625E-02, 5.37600E+02, 3.14565E+01,   1.600
    3306, 2.47879E-02, 5.37581E+02, 3.14882E+01,   1.600
    3344, 2.45163E-02, 5.37470E+02, 3.15490E+01,   1.600
    3382, 2.42476E-02, 5.37369E+02, 3.14607E+01,   1.600
    3420, 2.39819E-02, 5.37377E+02, 3.12281E+01,   1.600
    3458, 2.37192E-02, 5.31285E+02, 3.11741E+01,   1.600
    3496, 2.34593E-02, 5.31257E+02, 3.10641E+01,   1.600
    3534, 2.32022E-02, 5.31075E+02, 3.10130E+01,   1.600
    3572, 2.29480E-02, 5.31119E+02, 3.09071E+01,   1.600
    3610, 2.26965E-02, 5.24035E+02, 3.09972E+01,   1.600
    3648, 2.24479E-02, 5.18789E+02, 3.11129E+01,   1.600
    3686, 2.22019E-02, 5.16731E+02, 3.11177E+01,   1.600
    3724, 2.19586E-02, 5.16840E+02, 3.10150E+01,   1.600
    3762, 2.17180E-02, 5.16863E+02, 3.09676E+01,   1.600
    3800, 2.14801E-02, 5.16520E+02, 3.07632E+01,   1.600
    3838, 2.12447E-02, 5.14955E+02, 3.08755E+01,   1.600
    3876, 2.10119E-02, 5.14874E+02, 3.08824E+01,   1.600
    3914, 2.07817E-02, 5.11469E+02, 3.09402E+01,   1.600
    3952, 2.05540E-02, 5.11425E+02, 3.07945E+01,   1.600
    3990, 2.03288E-02, 5.11407E+02, 3.06767E+01,   1.600
    4028, 2.01060E-02, 5.11294E+02, 3.06604E+01,   1.600
    4066, 1.98857E-02, 5.10672E+02, 3.05706E+01,   1.600
    4104, 1.96678E-02, 5.10663E+02, 3.05068E+01,   1.600
    4142, 1.94523E-02, 5.10006E+02, 3.04925E+01,   1.600
    4180, 1.92392E-02, 5.08238E+02, 3.03828E+01,   1.600
    4218, 1.90284E-02, 5.02084E+02, 3.02750E+01,   1.600
    4256, 1.88199E-02, 5.02166E+02, 3.00987E+01,   1.600
    4294, 1.86136E-02, 5.02060E+02, 3.00419E+01,   1.600
    4332, 1.84097E-02, 5.01914E+02, 3.00092E+01,   1.600
    4370, 1.82080E-02, 5.01915E+02, 2.99542E+01,   1.600
    4408, 1.80085E-02, 5.00348E+02, 2.99909E+01,   1.600
    4446, 1.78111E-02, 5.00420E+02, 3.00045E+01,   1.600
    4484, 1.76160E-02, 5.00343E+02, 2.99286E+01,   1.600
    4522, 1.74230E-02, 5.00069E+02, 2.98983E+01,   1.600
    4560, 1.72321E-02, 4.99977E+02, 2.97368E+01,   1.600
    4598, 1.70432E-02, 4.94293E+02, 2.97521E+01,   1.600
    4636, 1.68565E-02, 4.92832E+02, 2.97455E+01,   1.600
    4674, 1.66718E-02, 4.92763E+02, 2.96106E+01,   1.600
    4712, 1.64891E-02, 4.92739E+02, 2.95840E+01,   1.600
    4750, 1.63084E-02, 4.92675E+02, 2.93895E+01,   1.600
    4788, 1.61298E-02, 4.92128E+02, 2.93651E+01,   1.600
    4826, 1.59530E-02, 4.92018E+02, 2.94654E+01,   1.600
    4864, 1.57782E-02, 4.92024E+02, 2.93997E+01,   1.600
    4902, 1.56053E-02, 4.91998E+02, 2.92738E+01,   1.600
    4940, 1.54343E-02, 4.91788E+02, 2.91903E+01,   1.600
    4978, 1.52652E-02, 4.91681E+02, 2.92688E+01,   1.600
    5016, 1.50980E-02, 4.90428E+02, 2.91667E+01,   1.600
    5054, 1.49325E-02, 4.90358E+02, 2.90265E+01,   1.600
    5092, 1.47689E-02, 4.89826E+02, 2.90456E+01,   1.600
    5130, 1.46071E-02, 4.89657E+02, 2.89864E+01,   1.600
    5168, 1.44470E-02, 4.88682E+02, 2.89474E+01,   1.600
    5206, 1.42887E-02, 4.88567E+02, 2.89474E+01,   1.600
    5244, 1.41322E-02, 4.88497E+02, 2.88520E+01,   1.600
    5282, 1.39773E-02, 4.85279E+02, 2.88906E+01,   1.600
    5320, 1.38242E-02, 4.85177E+02, 2.88910E+01,   1.600
    5358, 1.36727E-02, 4.85111E+02, 2.87794E+01,   1.600
    5396, 1.35229E-02, 4.83320E+02, 2.87064E+01,   1.600
    5434, 1.33747E-02, 4.83162E+02, 2.86345E+01,   1.600
    5472, 1.32282E-02, 4.82958E+02, 2.85636E+01,   1.600
    5510, 1.30832E-02, 4.82958E+02, 2.84029E+01,   1.600
    5548, 1.29399E-02, 4.80537E+02, 2.83706E+01,   1.600
    5586, 1.27981E-02, 4.80444E+02, 2.82850E+01,   1.600
    5624, 1.26578E-02, 4.79309E+02, 2.82183E+01,   1.600
    5662, 1.25192E-02, 4.77129E+02, 2.81703E+01,   1.600
    5700, 1.23820E-02, 4.72180E+02, 2.81228E+01,   1.600
    5738, 1.22463E-02, 4.71967E+02, 2.80411E+01,   1.600
    5776, 1.21121E-02, 4.71937E+02, 2.79605E+01,   1.600
    5814, 1.19794E-02, 4.71880E+02, 2.78294E+01,   1.600
    5852, 1.18481E-02, 4.71768E+02, 2.78708E+01,   1.600
    5890, 1.17183E-02, 4.71677E+02, 2.77759E+01,   1.600
    5928, 1.15899E-02, 4.62456E+02, 2.77328E+01,   1.600
    5966, 1.14629E-02, 4.59910E+02, 2.76735E+01,   1.600
    6004, 1.13373E-02, 4.59910E+02, 2.76316E+01,   1.600
    6042, 1.12131E-02, 4.59847E+02, 2.75571E+01,   1.600
    6080, 1.10902E-02, 4.57688E+02, 2.75164E+01,   1.600
    6118, 1.09687E-02, 4.57657E+02, 2.74436E+01,   1.600
    6156, 1.08485E-02, 4.57620E+02, 2.73392E+01,   1.600
    6194, 1.07297E-02, 4.57601E+02, 2.72522E+01,   1.600
    6232, 1.06121E-02, 4.57495E+02, 2.71983E+01,   1.600
    6270, 1.04958E-02, 4.57500E+02, 2.70973E+01,   1.600
    6308, 1.03808E-02, 4.57330E+02, 2.70609E+01,   1.600
    6346, 1.02671E-02, 4.55176E+02, 2.69934E+01,   1.600
    6384, 1.01546E-02, 4.55085E+02, 2.69110E+01,   1.600
    6422, 1.00433E-02, 4.55038E+02, 2.68296E+01,   1.600
    6460, 9.93326E-03, 4.54971E+02, 2.68266E+01,   1.600
    6498, 9.82442E-03, 4.54491E+02, 2.68083E+01,   1.600
    6536, 9.71677E-03, 4.50281E+02, 2.67442E+01,   1.600
    6574, 9.61030E-03, 4.50264E+02, 2.66352E+01,   1.600
    6612, 9.50500E-03, 4.49425E+02, 2.65729E+01,   1.600
    6650, 9.40085E-03, 4.49387E+02, 2.64662E+01,   1.600
    6688, 9.29785E-03, 4.49366E+02, 2.63905E+01,   1.600
    6726, 9.19597E-03, 4.45192E+02, 2.62712E+01,   1.600
    6764, 9.09521E-03, 4.45174E+02, 2.61679E+01,   1.600
    6802, 8.99555E-03, 4.40920E+02, 2.60953E+01,   1.600
    6840, 8.89698E-03, 4.40981E+02, 2.60234E+01,   1.600
    6878, 8.79950E-03, 4.40935E+02, 2.59378E+01,   1.600
    6916, 8.70308E-03, 4.40939E+02, 2.58676E+01,   1.600
    6954, 8.60772E-03, 4.40814E+02, 2.58269E+01,   1.600
    6992, 8.51340E-03, 4.40808E+02, 2.58152E+01,   1.600
    7030, 8.42012E-03, 4.40767E+02, 2.57468E+01,   1.600
    7068, 8.32786E-03, 4.40733E+02, 2.56367E+01,   1.600
    7106, 8.23661E-03, 4.40666E+02, 2.55559E+01,   1.600
    7144, 8.14636E-03, 4.40683E+02, 2.54899E+01,   1.600
    7182, 8.05710E-03, 4.40694E+02, 2.54108E+01,   1.600
    7220, 7.96881E-03, 4.40672E+02, 2.53186E+01,   1.600
    7258, 7.88150E-03, 4.40444E+02, 2.52687E+01,   1.600
    7296, 7.79514E-03, 4.36083E+02, 2.52193E+01,   1.600
    7334, 7.70973E-03, 4.34394E+02, 2.51704E+01,   1.600
    7372, 7.62525E-03, 4.34353E+02, 2.51628E+01,   1.600
    7410, 7.54170E-03, 4.34333E+02, 2.51012E+01,   1.600
    7448, 7.45906E-03, 4.34230E+02, 2.50671E+01,   1.600
    7486, 7.37733E-03, 4.34181E+02, 2.49800E+01,   1.600
    7524, 7.29650E-03, 4.32149E+02, 2.49468E+01,   1.600
    7562, 7.21655E-03, 4.32110E+02, 2.49008E+01,   1.600
    7600, 7.13748E-03, 4.32028E+02, 2.48553E+01,   1.600
    7638, 7.05927E-03, 4.31960E+02, 2.47840E+01,   1.600
    7676, 6.98192E-03, 4.31886E+02, 2.47264E+01,   1.600
    7714, 6.90542E-03, 4.30722E+02, 2.46565E+01,   1.600
    7752, 6.82975E-03, 4.30649E+02, 2.46001E+01,   1.600
    7790, 6.75492E-03, 4.25221E+02, 2.45571E+01,   1.600
    7828, 6.68090E-03, 4.25216E+02, 2.44507E+01,   1.600
    7866, 6.60770E-03, 4.25240E+02, 2.43961E+01,   1.600
    7904, 6.53530E-03, 4.22131E+02, 2.43421E+01,   1.600
    7942, 6.46369E-03, 4.16915E+02, 2.43012E+01,   1.600
    7980, 6.39287E-03, 4.16860E+02, 2.43108E+01,   1.600
    8018, 6.32282E-03, 4.10128E+02, 2.43203E+01,   1.600
    8056, 6.25354E-03, 4.09129E+02, 2.42800E+01,   1.600
    8094, 6.18502E-03, 4.09069E+02, 2.42278E+01,   1.600
    8132, 6.11725E-03, 4.08996E+02, 2.41515E+01,   1.600
    8170, 6.05022E-03, 4.08919E+02, 2.41126E+01,   1.600
    8208, 5.98393E-03, 4.06702E+02, 2.40375E+01,   1.600
    8246, 5.91836E-03, 4.06541E+02, 2.39753E+01,   1.600
    8284, 5.85351E-03, 4.05963E+02, 2.39015E+01,   1.600
    8322, 5.78937E-03, 4.05641E+02, 2.38164E+01,   1.600
    8360, 5.72594E-03, 4.03060E+02, 2.37440E+01,   1.600
    8398, 5.66320E-03, 4.03043E+02, 2.36723E+01,   1.600
    8436, 5.60114E-03, 4.03016E+02, 2.35894E+01,   1.600
    8474, 5.53977E-03, 4.02994E+02, 2.35308E+01,   1.600
    8512, 5.47907E-03, 4.02911E+02, 2.35080E+01,   1.600
    8550, 5.41904E-03, 4.02512E+02, 2.34854E+01,   1.600
    8588, 5.35966E-03, 4.02498E+02, 2.34048E+01,   1.600
    8626, 5.30093E-03, 4.01219E+02, 2.33480E+01,   1.600
    8664, 5.24285E-03, 4.01093E+02, 2.32918E+01,   1.600
    8702, 5.18540E-03, 4.01085E+02, 2.32475E+01,   1.600
    8740, 5.12858E-03, 4.01051E+02, 2.31808E+01,   1.600
    8778, 5.07239E-03, 4.01037E+02, 2.31374E+01,   1.600
    8816, 5.01681E-03, 4.01007E+02, 2.30944E+01,   1.600
    8854, 4.96184E-03, 3.98989E+02, 2.30517E+01,   1.600
    8892, 4.90747E-03, 3.96173E+02, 2.30544E+01,   1.600
    8930, 4.85370E-03, 3.96154E+02, 2.29675E+01,   1.600
    8968, 4.80052E-03, 3.96117E+02, 2.29260E+01,   1.600
    9006, 4.74792E-03, 3.93504E+02, 2.29070E+01,   1.600
    9044, 4.69589E-03, 3.91755E+02, 2.28770E+01,   1.600
    9082, 4.64444E-03, 3.88666E+02, 2.27923E+01,   1.600
    9120, 4.59355E-03, 3.86013E+02, 2.27303E+01,   1.600
    9158, 4.54322E-03, 3.84121E+02, 2.26796E+01,   1.600
    9196, 4.49344E-03, 3.84110E+02, 2.26077E+01,   1.600
    9234, 4.44420E-03, 3.84120E+02, 2.25579E+01,   1.600
    9272, 4.39551E-03, 3.84077E+02, 2.24978E+01,   1.600
    9310, 4.34734E-03, 3.78927E+02, 2.24919E+01,   1.600
    9348, 4.29971E-03, 3.78926E+02, 2.24326E+01,   1.600
    9386, 4.25260E-03, 3.75827E+02, 2.23737E+01,   1.600
    9424, 4.20600E-03, 3.71312E+02, 2.23154E+01,   1.600
    9462, 4.15991E-03, 3.71242E+02, 2.22997E+01,   1.600
    9500, 4.11433E-03, 3.69161E+02, 2.22526E+01,   1.600
    9538, 4.06925E-03, 3.69026E+02, 2.22059E+01,   1.600
    9576, 4.02466E-03, 3.67693E+02, 2.21700E+01,   1.600
    9614, 3.98056E-03, 3.67586E+02, 2.21240E+01,   1.600
    9652, 3.93695E-03, 3.64550E+02, 2.20783E+01,   1.600
    9690, 3.89381E-03, 3.64476E+02, 2.20433E+01,   1.600
    9728, 3.85115E-03, 3.64401E+02, 2.19881E+01,   1.600
    9766, 3.80895E-03, 3.64384E+02, 2.19537E+01,   1.600
    9804, 3.76721E-03, 3.64369E+02, 2.18890E+01,   1.600
    9842, 3.72593E-03, 3.63047E+02, 2.18553E+01,   1.600
    9880, 3.68511E-03, 3.62153E+02, 2.18219E+01,   1.600
    9918, 3.64473E-03, 3.62140E+02, 2.17685E+01,   1.600
    9956, 3.60479E-03, 3.62119E+02, 2.17155E+01,   1.600
    9994, 3.56530E-03, 3.54642E+02, 2.16730E+01,   1.600
   10032, 3.52623E-03, 3.54608E+02, 2.16208E+01,   1.600
   10070, 3.48759E-03, 3.54590E+02, 2.15690E+01,   1.600
   10108, 3.44938E-03, 3.54561E+02, 2.15176E+01,   1.600
   10146, 3.41158E-03, 3.54201E+02, 2.14567E+01,   1.600
   10184, 3.37420E-03, 3.53261E+02, 2.14356E+01,   1.600
   10222, 3.33723E-03, 3.53210E+02, 2.13950E+01,   1.600
   10260, 3.30066E-03, 3.53139E+02, 2.13548E+01,   1.600
   10298, 3.26450E-03, 3.53133E+02, 2.13342E+01,   1.600
   10336, 3.22873E-03, 3.52815E+02, 2.12655E+01,   1.600
   10374, 3.19335E-03, 3.52790E+02, 2.12261E+01,   1.600
   10412, 3.15836E-03, 3.52622E+02, 2.11871E+01,   1.600
   10450, 3.12375E-03, 3.52594E+02, 2.11292E+01,   1.600
   10488, 3.08953E-03, 3.52591E+02, 2.10622E+01,   1.600
   10526, 3.05567E-03, 3.52176E+02, 2.10146E+01,   1.600
   10564, 3.02219E-03, 3.48017E+02, 2.09769E+01,   1.600
   10602, 2.98908E-03, 3.47951E+02, 2.09489E+01,   1.600
   10640, 2.95632E-03, 3.47854E+02, 2.09023E+01,   1.600
   10678, 2.92393E-03, 3.47218E+02, 2.08934E+01,   1.600
   10716, 2.89189E-03, 3.45430E+02, 2.08567E+01,   1.600
   10754, 2.86021E-03, 3.42910E+02, 2.08295E+01,   1.600
   10792, 2.82887E-03, 3.42230E+02, 2.07932E+01,   1.600
   10830, 2.79787E-03, 3.41778E+02, 2.07572E+01,   1.600
   10868, 2.76721E-03, 3.41769E+02, 2.07030E+01,   1.600
   10906, 2.73689E-03, 3.41502E+02, 2.06950E+01,   1.600
   10944, 2.70690E-03, 3.40823E+02, 2.06780E+01,   1.600
   10982, 2.67724E-03, 3.40693E+02, 2.06338E+01,   1.600
   11020, 2.64791E-03, 3.40467E+02, 2.05989E+01,   1.600
   11058, 2.61890E-03, 3.40434E+02, 2.05553E+01,   1.600
   11096, 2.59020E-03, 3.40129E+02, 2.05209E+01,   1.600
   11134, 2.56182E-03, 3.40127E+02, 2.04599E+01,   1.600
   11172, 2.53375E-03, 3.37894E+02, 2.04171E+01,   1.600
   11210, 2.50599E-03, 3.37514E+02, 2.03925E+01,   1.600
   11248, 2.47853E-03, 3.37206E+02, 2.03503E+01,   1.600
   11286, 2.45137E-03, 3.36471E+02, 2.02995E+01,   1.600
   11324, 2.42451E-03, 3.36446E+02, 2.02402E+01,   1.600
   11362, 2.39794E-03, 3.36438E+02, 2.01813E+01,   1.600
   11400, 2.37167E-03, 3.36399E+02, 2.01491E+01,   1.600
   11438, 2.34568E-03, 3.34184E+02, 2.01172E+01,   1.600
   11476, 2.31998E-03, 3.34148E+02, 2.00854E+01,   1.600
   11514, 2.29456E-03, 3.34077E+02, 2.00625E+01,   1.600
   11552, 2.26942E-03, 3.33987E+02, 2.00225E+01,   1.600
   11590, 2.24455E-03, 3.33941E+02, 1.99914E+01,   1.600
   11628, 2.21996E-03, 3.33936E+02, 1.99518E+01,   1.600
   11666, 2.19563E-03, 3.33873E+02, 1.99040E+01,   1.600
   11704, 2.17157E-03, 3.33776E+02, 1.98735E+01,   1.600
   11742, 2.14778E-03, 3.32208E+02, 1.98433E+01,   1.600
   11780, 2.12425E-03, 3.32177E+02, 1.98048E+01,   1.600
   11818, 2.10097E-03, 3.28861E+02, 1.97665E+01,   1.600
   11856, 2.07795E-03, 3.28838E+02, 1.97115E+01,   1.600
   11894, 2.05518E-03, 3.28832E+02, 1.96654E+01,   1.600
   11932, 2.03266E-03, 3.28525E+02, 1.96363E+01,   1.600
   11970, 2.01039E-03, 3.28525E+02, 1.95739E+01,   1.600
   12008, 1.98836E-03, 3.28326E+02, 1.95286E+01,   1.600
   12046, 1.96658E-03, 3.28326E+02, 1.94753E+01,   1.600
   12084, 1.94503E-03, 3.28243E+02, 1.94389E+01,   1.600
   12122, 1.92372E-03, 3.23530E+02, 1.93862E+01,   1.600
   12160, 1.90264E-03, 3.23523E+02, 1.93339E+01,   1.600
   12198, 1.88179E-03, 3.23516E+02, 1.93064E+01,   1.600
   12236, 1.86117E-03, 3.23508E+02, 1.92547E+01,   1.600
   12274, 1.84078E-03, 3.21871E+02, 1.92113E+01,   1.600
   12312, 1.82061E-03, 3.21830E+02, 1.91683E+01,   1.600
   12350, 1.80066E-03, 3.21830E+02, 1.91255E+01,   1.600
   12388, 1.78093E-03, 3.19281E+02, 1.90830E+01,   1.600
   12426, 1.76141E-03, 3.19281E+02, 1.90246E+01,   1.600
   12464, 1.74211E-03, 3.17201E+02, 1.89827E+01,   1.600
   12502, 1.72303E-03, 3.17104E+02, 1.89330E+01,   1.600
   12540, 1.70415E-03, 3.16818E+02, 1.89075E+01,   1.600
   12578, 1.68547E-03, 3.16818E+02, 1.88504E+01,   1.600
   12616, 1.66701E-03, 3.12320E+02, 1.88253E+01,   1.600
   12654, 1.64874E-03, 3.12281E+02, 1.87846E+01,   1.600
   12692, 1.63067E-03, 3.11945E+02, 1.87520E+01,   1.600
   12730, 1.61281E-03, 3.08124E+02, 1.87117E+01,   1.600
   12768, 1.59513E-03, 3.08091E+02, 1.86952E+01,   1.600
   12806, 1.57766E-03, 3.08037E+02, 1.86709E+01,   1.600
   12844, 1.56037E-03, 3.04922E+02, 1.86313E+01,   1.600
   12882, 1.54327E-03, 3.04082E+02, 1.86229E+01,   1.600
   12920, 1.52636E-03, 3.04082E+02, 1.85681E+01,   1.600
   12958, 1.50964E-03, 3.04063E+02, 1.85214E+01,   1.600
   12996, 1.49310E-03, 3.04020E+02, 1.84903E+01,   1.600
   13034, 1.47674E-03, 3.04003E+02, 1.84441E+01,   1.600
   13072, 1.46056E-03, 3.03895E+02, 1.83981E+01,   1.600
   13110, 1.44455E-03, 3.03891E+02, 1.83753E+01,   1.600
   13148, 1.42872E-03, 3.03889E+02, 1.83298E+01,   1.600
   13186, 1.41307E-03, 3.03889E+02, 1.82770E+01,   1.600
   13224, 1.39759E-03, 3.03886E+02, 1.82320E+01,   1.600
   13262, 1.38227E-03, 3.02172E+02, 1.81948E+01,   1.600
   13300, 1.36713E-03, 3.02156E+02, 1.81504E+01,   1.600
   13338, 1.35215E-03, 3.02151E+02, 1.81137E+01,   1.600
   13376, 1.33733E-03, 3.02078E+02, 1.80996E+01,   1.600
   13414, 1.32268E-03, 3.02066E+02, 1.80707E+01,   1.600
   13452, 1.30818E-03, 3.02059E+02, 1.80271E+01,   1.600
   13490, 1.29385E-03, 3.01744E+02, 1.79911E+01,   1.600
   13528, 1.27967E-03, 3.01744E+02, 1.79406E+01,   1.600
   13566, 1.26565E-03, 3.01711E+02, 1.79272E+01,   1.600
   13604, 1.25178E-03, 3.01680E+02, 1.78918E+01,   1.600
   13642, 1.23807E-03, 3.01663E+02, 1.78566E+01,   1.600
   13680, 1.22450E-03, 3.01303E+02, 1.78216E+01,   1.600
   13718, 1.21109E-03, 3.01294E+02, 1.77868E+01,   1.600
   13756, 1.19782E-03, 2.98667E+02, 1.77668E+01,   1.600
   13794, 1.18469E-03, 2.98450E+02, 1.77251E+01,   1.600
   13832, 1.17171E-03, 2.97257E+02, 1.76836E+01,   1.600
   13870, 1.15887E-03, 2.97213E+02, 1.76568E+01,   1.600
   13908, 1.14617E-03, 2.97206E+02, 1.76158E+01,   1.600
   13946, 1.13361E-03, 2.97206E+02, 1.75749E+01,   1.600
   13984, 1.12119E-03, 2.94669E+02, 1.75343E+01,   1.600
   14022, 1.10891E-03, 2.90232E+02, 1.75011E+01,   1.600
   14060, 1.09676E-03, 2.90203E+02, 1.74680E+01,   1.600
   14098, 1.08474E-03, 2.90203E+02, 1.74280E+01,   1.600
   14136, 1.07285E-03, 2.89900E+02, 1.73882E+01,   1.600
   14174, 1.06110E-03, 2.89900E+02, 1.73416E+01,   1.600
